,day_of_week,start_hour,start_station_id,start_station_longitude,start_station_latitude,ride_start_date
6141,Tue,1,402,-73.98955109,40.7403432,2013-09-10
6142,Sun,17,237,-73.98672378,40.73047309,2013-09-22
6143,Tue,8,339,-73.97422494,40.72580614,2013-09-10
6144,Sun,7,477,-73.9900262,40.75640548,2013-09-01
6145,Thu,8,519,-73.97770164,40.75188406,2013-09-05
6146,Sun,0,504,-73.98165557,40.73221853,2013-09-29
6147,Mon,8,533,-73.98721619,40.75299641,2013-09-09
6148,Fri,21,515,-73.99461843,40.76009437,2013-09-20
6149,Tue,14,468,-73.98192338,40.7652654,2013-09-24
6150,Fri,11,497,-73.99009296,40.73704984,2013-09-20
6151,Tue,14,305,-73.96724467,40.76095756,2013-09-03
6152,Thu,7,521,-73.99481051,40.75044999,2013-09-05
6153,Fri,18,387,-74.0046073,40.71273266,2013-09-20
6154,Fri,18,151,-73.99720307,40.7218158,2013-09-20
6155,Mon,8,492,-73.99093085,40.75019995,2013-09-09
6156,Sun,11,514,-74.00277668,40.76087502,2013-09-08
6157,Thu,6,495,-73.99301222,40.76269882,2013-09-26
6158,Wed,16,233,-73.98963911,40.69246277,2013-09-18
6159,Sat,15,254,-73.99800419,40.73532427,2013-09-14
6160,Wed,17,79,-74.00666661,40.71911552,2013-09-18
6161,Mon,14,335,-73.99404649,40.72903917,2013-09-16
6162,Thu,21,247,-74.00483091,40.73535398,2013-09-19
6163,Mon,9,157,-73.99612349,40.69089272,2013-09-23
6164,Thu,18,147,-74.01121978,40.71542197,2013-09-05
6165,Sun,15,459,-74.007756,40.746745,2013-09-15
6166,Mon,17,276,-74.0104554,40.71748752,2013-09-23
6167,Tue,17,2000,-73.98940236,40.70255088,2013-09-10
6168,Mon,10,290,-73.96478473,40.76020258,2013-09-23
6169,Sat,16,361,-73.99190759,40.71605866,2013-09-07
6170,Sun,11,305,-73.96724467,40.76095756,2013-09-01
6171,Thu,18,167,-73.97604882,40.7489006,2013-09-12
6172,Sat,17,482,-73.99931783,40.73935542,2013-09-28
6173,Tue,17,127,-74.00674436,40.73172428,2013-09-10
6174,Thu,6,341,-73.97628939,40.71782143,2013-09-26
6175,Mon,9,504,-73.98165557,40.73221853,2013-09-30
6176,Wed,6,478,-73.99884222,40.76030096,2013-09-25
6177,Tue,12,318,-73.9779874,40.75320159,2013-09-17
6178,Sat,14,499,-73.98191841,40.76915505,2013-09-21
6179,Tue,17,352,-73.97722479,40.76340613,2013-09-10
6180,Wed,18,382,-73.99200509,40.73492695,2013-09-04
6181,Mon,19,428,-73.98783413,40.72467721,2013-09-30
6182,Fri,17,336,-73.99906065,40.73047747,2013-09-20
6183,Tue,14,284,-74.00263761,40.73901691,2013-09-10
6184,Thu,16,79,-74.00666661,40.71911552,2013-09-12
6185,Wed,14,3002,-74.015756,40.711512,2013-09-04
6186,Wed,18,116,-74.00149746,40.74177603,2013-09-04
6187,Thu,16,473,-73.9919254,40.72110063,2013-09-05
6188,Sat,11,476,-73.97966069,40.74394314,2013-09-14
6189,Wed,17,445,-73.98142006,40.72740794,2013-09-25
6190,Tue,8,439,-73.98978041,40.7262807,2013-09-03
6191,Mon,13,251,-73.99480012,40.72317958,2013-09-09
6192,Sun,11,482,-73.99931783,40.73935542,2013-09-29
6193,Fri,17,501,-73.97121214,40.744219,2013-09-13
6194,Mon,9,153,-73.9816324,40.75206231,2013-09-23
6195,Fri,15,326,-73.98426726,40.72953837,2013-09-20
6196,Tue,20,161,-73.99810231,40.72917025,2013-09-03
6197,Fri,9,514,-74.00277668,40.76087502,2013-09-06
6198,Wed,15,380,-74.00293877,40.73401143,2013-09-25
6199,Wed,15,528,-73.97706058,40.74290902,2013-09-25
6200,Mon,11,507,-73.97973776,40.73912601,2013-09-23
6201,Tue,8,465,-73.98658032,40.75513557,2013-09-03
6202,Fri,13,260,-74.01167797,40.70365182,2013-09-13
6203,Mon,6,280,-73.99510132,40.73331967,2013-09-30
6204,Tue,7,357,-73.99158043,40.73261787,2013-09-03
6205,Tue,23,161,-73.99810231,40.72917025,2013-09-10
6206,Fri,21,128,-74.00297088,40.72710258,2013-09-27
6207,Sun,16,450,-73.98788205,40.76227205,2013-09-29
6208,Thu,3,495,-73.99301222,40.76269882,2013-09-19
6209,Fri,8,151,-73.99720307,40.7218158,2013-09-13
6210,Mon,7,469,-73.98268129,40.76344058,2013-09-09
6211,Fri,12,319,-74.00937622,40.71336124,2013-09-13
6212,Sat,17,151,-73.99720307,40.7218158,2013-09-28
6213,Tue,8,349,-73.98329859,40.71850211,2013-09-10
6214,Tue,7,456,-73.97402311,40.7597108,2013-09-10
6215,Mon,12,377,-74.00566443,40.72243797,2013-09-30
6216,Mon,13,268,-73.99973337,40.71910537,2013-09-09
6217,Mon,13,469,-73.98268129,40.76344058,2013-09-23
6218,Fri,17,147,-74.01121978,40.71542197,2013-09-06
6219,Sun,18,434,-74.00366443,40.74317449,2013-09-15
6220,Tue,18,464,-73.96759673,40.75934501,2013-09-24
6221,Mon,9,301,-73.98368779,40.72217444,2013-09-30
6222,Fri,7,332,-73.97948148,40.71219906,2013-09-13
6223,Sat,16,404,-74.00550867,40.7405826,2013-09-28
6224,Tue,18,459,-74.007756,40.746745,2013-09-10
6225,Sat,17,225,-74.00803013,40.74195138,2013-09-07
6226,Mon,22,507,-73.97973776,40.73912601,2013-09-02
6227,Sun,2,432,-73.98379855,40.72621788,2013-09-29
6228,Fri,20,495,-73.99301222,40.76269882,2013-09-27
6229,Sun,7,174,-73.97738662,40.7381765,2013-09-29
6230,Mon,13,485,-73.98338988,40.75038009,2013-09-23
6231,Mon,19,233,-73.98963911,40.69246277,2013-09-23
6232,Fri,16,546,-73.98303529,40.74444921,2013-09-06
6233,Sat,11,320,-74.00583475,40.71743998,2013-09-07
6234,Thu,6,265,-73.99147535,40.72229346,2013-09-05
6235,Sun,18,401,-73.98997825,40.72019576,2013-09-15
6236,Mon,9,244,-73.96536851,40.69196035,2013-09-16
6237,Tue,9,3002,-74.015756,40.711512,2013-09-10
6238,Sun,22,223,-73.99994661,40.73781509,2013-09-08
6239,Fri,10,2003,-73.98024289,40.73416059,2013-09-13
6240,Wed,19,238,-74.00859207,40.7361967,2013-09-11
6241,Mon,8,539,-73.96024116,40.71534825,2013-09-16
6242,Tue,19,2003,-73.98024289,40.73416059,2013-09-17
6243,Wed,14,393,-73.97995466,40.72299208,2013-09-18
6244,Sat,23,499,-73.98191841,40.76915505,2013-09-28
6245,Thu,8,474,-73.98683077,40.7451677,2013-09-05
6246,Tue,13,351,-74.00612572,40.70530954,2013-09-17
6247,Sun,17,328,-74.00965965,40.72405549,2013-09-29
6248,Sat,20,307,-73.98990025,40.71427487,2013-09-14
6249,Wed,12,376,-74.00722156,40.70862144,2013-09-04
6250,Mon,10,472,-73.98194829,40.7457121,2013-09-02
6251,Wed,9,447,-73.9851615,40.76370739,2013-09-04
6252,Tue,20,293,-73.9907647,40.73028666,2013-09-17
6253,Fri,13,488,-73.99372222,40.75645824,2013-09-13
6254,Sat,12,2021,-73.98859651,40.75929124,2013-09-14
6255,Thu,18,127,-74.00674436,40.73172428,2013-09-05
6256,Wed,14,380,-74.00293877,40.73401143,2013-09-18
6257,Sat,15,153,-73.9816324,40.75206231,2013-09-21
6258,Fri,7,521,-73.99481051,40.75044999,2013-09-13
6259,Sun,17,348,-74.00154702,40.72490985,2013-09-29
6260,Sat,19,479,-73.9912551,40.76019252,2013-09-14
6261,Wed,10,249,-74.0090009,40.71870987,2013-09-04
6262,Fri,16,128,-74.00297088,40.72710258,2013-09-13
6263,Wed,14,477,-73.9900262,40.75640548,2013-09-11
6264,Mon,19,444,-73.98915076,40.7423543,2013-09-23
6265,Sun,19,300,-73.990214,40.728145,2013-09-08
6266,Sat,12,478,-73.99884222,40.76030096,2013-09-14
6267,Wed,21,327,-74.01658354,40.7153379,2013-09-11
6268,Fri,9,318,-73.9779874,40.75320159,2013-09-13
6269,Mon,20,346,-74.00618026,40.73652889,2013-09-30
6270,Tue,7,486,-73.98855723,40.7462009,2013-09-03
6271,Thu,17,349,-73.98329859,40.71850211,2013-09-05
6272,Mon,17,520,-73.97648516,40.75992262,2013-09-02
6273,Mon,1,519,-73.97770164,40.75188406,2013-09-23
6274,Wed,17,285,-73.99074142,40.73454567,2013-09-11
6275,Fri,18,168,-73.99456405,40.73971301,2013-09-06
6276,Sat,20,463,-74.00443172,40.74206539,2013-09-21
6277,Mon,17,501,-73.97121214,40.744219,2013-09-02
6278,Sun,14,382,-73.99200509,40.73492695,2013-09-15
6279,Sun,22,489,-74.00176802,40.75066386,2013-09-08
6280,Mon,16,308,-73.99851193,40.71307916,2013-09-23
6281,Tue,11,116,-74.00149746,40.74177603,2013-09-17
6282,Wed,18,347,-74.00748842,40.72873888,2013-09-25
6283,Fri,11,447,-73.9851615,40.76370739,2013-09-20
6284,Tue,8,357,-73.99158043,40.73261787,2013-09-03
6285,Tue,8,392,-73.987167,40.695065,2013-09-03
6286,Sun,12,147,-74.01121978,40.71542197,2013-09-29
6287,Mon,8,475,-73.98758561,40.73524276,2013-09-09
6288,Mon,19,405,-74.008119,40.739323,2013-09-02
6289,Sun,9,422,-73.988038,40.770513,2013-09-15
6290,Wed,13,368,-74.00214988,40.73038599,2013-09-11
6291,Sun,19,147,-74.01121978,40.71542197,2013-09-08
6292,Mon,7,446,-73.99529885,40.74487634,2013-09-30
6293,Tue,19,152,-74.00910627,40.71473993,2013-09-17
6294,Mon,15,2012,-73.976806,40.739445,2013-09-16
6295,Tue,10,513,-73.988639,40.768254,2013-09-10
6296,Mon,19,348,-74.00154702,40.72490985,2013-09-02
6297,Fri,17,540,-73.98320928,40.74147286,2013-09-27
6298,Wed,17,319,-74.00937622,40.71336124,2013-09-04
6299,Sat,16,527,-73.97434726,40.74315566,2013-09-21
6300,Fri,1,233,-73.98963911,40.69246277,2013-09-13
6301,Fri,10,251,-73.99480012,40.72317958,2013-09-20
6302,Fri,16,367,-73.97069431,40.75828065,2013-09-20
6303,Tue,23,116,-74.00149746,40.74177603,2013-09-10
6304,Wed,14,515,-73.99461843,40.76009437,2013-09-11
6305,Thu,9,379,-73.9916,40.749156,2013-09-26
6306,Wed,21,470,-74.00004031,40.74345335,2013-09-25
6307,Mon,16,435,-73.99415556,40.74173969,2013-09-23
6308,Wed,18,116,-74.00149746,40.74177603,2013-09-25
6309,Tue,8,475,-73.98758561,40.73524276,2013-09-03
6310,Wed,22,507,-73.97973776,40.73912601,2013-09-11
6311,Sat,10,285,-73.99074142,40.73454567,2013-09-07
6312,Mon,16,316,-74.00653609,40.70955958,2013-09-30
6313,Sat,19,453,-73.99915362,40.74475148,2013-09-21
6314,Sun,17,514,-74.00277668,40.76087502,2013-09-29
6315,Wed,10,394,-73.97768752,40.72521311,2013-09-18
6316,Tue,9,319,-74.00937622,40.71336124,2013-09-17
6317,Wed,10,250,-73.99565293,40.72456089,2013-09-18
6318,Fri,12,349,-73.98329859,40.71850211,2013-09-06
6319,Thu,19,368,-74.00214988,40.73038599,2013-09-19
6320,Fri,18,404,-74.00550867,40.7405826,2013-09-27
6321,Mon,19,280,-73.99510132,40.73331967,2013-09-16
6322,Tue,20,236,-73.98713956,40.7284186,2013-09-10
6323,Sun,12,212,-74.00681753,40.74334935,2013-09-01
6324,Sat,19,380,-74.00293877,40.73401143,2013-09-28
6325,Thu,18,379,-73.9916,40.749156,2013-09-19
6326,Fri,18,257,-74.00247214,40.71939226,2013-09-20
6327,Thu,11,488,-73.99372222,40.75645824,2013-09-19
6328,Thu,14,435,-73.99415556,40.74173969,2013-09-05
6329,Thu,20,510,-73.98042047,40.7606597,2013-09-26
6330,Thu,8,348,-74.00154702,40.72490985,2013-09-12
6331,Tue,17,447,-73.9851615,40.76370739,2013-09-17
6332,Wed,22,481,-73.96264403,40.71260486,2013-09-25
6333,Tue,19,72,-73.99392888,40.76727216,2013-09-10
6334,Sun,18,514,-74.00277668,40.76087502,2013-09-15
6335,Fri,17,285,-73.99074142,40.73454567,2013-09-13
6336,Tue,12,285,-73.99074142,40.73454567,2013-09-17
6337,Tue,20,519,-73.97770164,40.75188406,2013-09-03
6338,Tue,15,297,-73.986923,40.734232,2013-09-10
6339,Mon,17,454,-73.96592976,40.75455731,2013-09-09
6340,Tue,20,540,-73.98320928,40.74147286,2013-09-24
6341,Wed,10,336,-73.99906065,40.73047747,2013-09-04
6342,Wed,18,293,-73.9907647,40.73028666,2013-09-11
6343,Fri,0,335,-73.99404649,40.72903917,2013-09-27
6344,Wed,9,483,-73.98889957,40.73223272,2013-09-11
6345,Thu,8,305,-73.96724467,40.76095756,2013-09-19
6346,Mon,13,317,-73.98185424,40.72453734,2013-09-09
6347,Mon,18,326,-73.98426726,40.72953837,2013-09-16
6348,Sat,22,519,-73.97770164,40.75188406,2013-09-07
6349,Wed,18,323,-73.98631746,40.69236178,2013-09-04
6350,Tue,15,254,-73.99800419,40.73532427,2013-09-17
6351,Sat,19,430,-73.98656928,40.7014851,2013-09-28
6352,Tue,17,498,-73.98808416,40.74854862,2013-09-24
6353,Sat,7,449,-73.98789473,40.76461837,2013-09-14
6354,Fri,17,478,-73.99884222,40.76030096,2013-09-27
6355,Mon,10,520,-73.97648516,40.75992262,2013-09-23
6356,Sat,18,326,-73.98426726,40.72953837,2013-09-21
6357,Sun,15,497,-73.99009296,40.73704984,2013-09-01
6358,Mon,14,325,-73.98473765,40.73624527,2013-09-23
6359,Wed,20,492,-73.99093085,40.75019995,2013-09-18
6360,Mon,20,488,-73.99372222,40.75645824,2013-09-30
6361,Fri,14,116,-74.00149746,40.74177603,2013-09-06
6362,Thu,17,482,-73.99931783,40.73935542,2013-09-19
6363,Fri,6,385,-73.96603308,40.75797322,2013-09-13
6364,Sun,10,271,-73.97805813,40.68528172,2013-09-29
6365,Fri,17,455,-73.96905301,40.75001986,2013-09-20
6366,Mon,11,366,-73.968896,40.693261,2013-09-02
6367,Mon,16,327,-74.01658354,40.7153379,2013-09-09
6368,Wed,17,259,-74.01234218,40.70122128,2013-09-18
6369,Sun,17,2023,-73.97031366,40.75968085,2013-09-15
6370,Thu,17,463,-74.00443172,40.74206539,2013-09-26
6371,Fri,21,496,-73.99238967,40.73726186,2013-09-06
6372,Sat,10,463,-74.00443172,40.74206539,2013-09-21
6373,Tue,15,433,-73.98057249,40.72955361,2013-09-10
6374,Sun,16,439,-73.98978041,40.7262807,2013-09-15
6375,Tue,19,223,-73.99994661,40.73781509,2013-09-17
6376,Sat,15,228,-73.97187886,40.7546011,2013-09-21
6377,Wed,11,302,-73.97793172,40.72082834,2013-09-04
6378,Wed,22,523,-73.99138152,40.75466591,2013-09-25
6379,Wed,6,488,-73.99372222,40.75645824,2013-09-18
6380,Sat,17,507,-73.97973776,40.73912601,2013-09-14
6381,Tue,9,326,-73.98426726,40.72953837,2013-09-10
6382,Tue,18,497,-73.99009296,40.73704984,2013-09-17
6383,Wed,19,490,-73.993934,40.751551,2013-09-04
6384,Sat,16,505,-73.98848395,40.74901271,2013-09-28
6385,Thu,8,375,-73.99695094,40.72679454,2013-09-26
6386,Fri,8,518,-73.9734419,40.74780373,2013-09-13
6387,Mon,20,496,-73.99238967,40.73726186,2013-09-16
6388,Sun,1,539,-73.96024116,40.71534825,2013-09-01
6389,Fri,18,485,-73.98338988,40.75038009,2013-09-06
6390,Fri,16,446,-73.99529885,40.74487634,2013-09-06
6391,Wed,13,483,-73.98889957,40.73223272,2013-09-18
6392,Fri,17,432,-73.98379855,40.72621788,2013-09-13
6393,Thu,19,270,-73.97178913,40.69308257,2013-09-19
6394,Thu,21,253,-73.99453948,40.73543934,2013-09-19
6395,Thu,11,252,-73.99852205,40.73226398,2013-09-26
6396,Mon,11,116,-74.00149746,40.74177603,2013-09-30
6397,Fri,16,355,-73.99974372,40.71602118,2013-09-27
6398,Sat,10,327,-74.01658354,40.7153379,2013-09-28
6399,Fri,8,417,-74.01020234,40.71291224,2013-09-20
6400,Mon,13,323,-73.98631746,40.69236178,2013-09-09
6401,Tue,17,440,-73.97282625,40.75255434,2013-09-24
6402,Thu,23,519,-73.97770164,40.75188406,2013-09-19
6403,Tue,18,382,-73.99200509,40.73492695,2013-09-03
6404,Tue,8,517,-73.97798848,40.75149263,2013-09-24
6405,Wed,16,481,-73.96264403,40.71260486,2013-09-11
6406,Fri,10,293,-73.9907647,40.73028666,2013-09-20
6407,Mon,11,195,-74.01043382,40.70905623,2013-09-09
6408,Sun,18,521,-73.99481051,40.75044999,2013-09-29
6409,Wed,18,495,-73.99301222,40.76269882,2013-09-04
6410,Wed,13,459,-74.007756,40.746745,2013-09-25
6411,Sun,10,150,-73.98085795,40.7208736,2013-09-29
6412,Wed,13,426,-74.01322069,40.71754834,2013-09-25
6413,Fri,7,438,-73.98564945,40.72779126,2013-09-06
6414,Thu,16,128,-74.00297088,40.72710258,2013-09-12
6415,Mon,18,519,-73.97770164,40.75188406,2013-09-30
6416,Wed,14,254,-73.99800419,40.73532427,2013-09-04
6417,Wed,18,304,-74.01361706,40.70463334,2013-09-11
6418,Fri,21,382,-73.99200509,40.73492695,2013-09-06
6419,Tue,17,456,-73.97402311,40.7597108,2013-09-03
6420,Sun,3,383,-74.000271,40.735238,2013-09-15
6421,Wed,21,294,-73.9957214,40.73049393,2013-09-11
6422,Sun,12,375,-73.99695094,40.72679454,2013-09-01
6423,Mon,18,439,-73.98978041,40.7262807,2013-09-23
6424,Mon,19,476,-73.97966069,40.74394314,2013-09-09
6425,Tue,10,82,-74.00016545,40.71117416,2013-09-17
6426,Thu,9,72,-73.99392888,40.76727216,2013-09-26
6427,Tue,15,284,-74.00263761,40.73901691,2013-09-24
6428,Thu,13,224,-74.00552427,40.71146364,2013-09-26
6429,Tue,18,423,-73.98690506,40.76584941,2013-09-17
6430,Fri,15,225,-74.00803013,40.74195138,2013-09-13
6431,Tue,14,243,-73.978474,40.687979,2013-09-10
6432,Thu,8,519,-73.97770164,40.75188406,2013-09-19
6433,Thu,10,527,-73.97434726,40.74315566,2013-09-26
6434,Fri,20,473,-73.9919254,40.72110063,2013-09-06
6435,Mon,11,529,-73.99098507,40.7575699,2013-09-02
6436,Sun,13,419,-73.97355569,40.69580705,2013-09-08
6437,Sun,12,489,-74.00176802,40.75066386,2013-09-29
6438,Wed,10,521,-73.99481051,40.75044999,2013-09-11
6439,Sun,17,496,-73.99238967,40.73726186,2013-09-08
6440,Mon,18,382,-73.99200509,40.73492695,2013-09-23
6441,Thu,17,387,-74.0046073,40.71273266,2013-09-12
6442,Sun,19,446,-73.99529885,40.74487634,2013-09-22
6443,Sun,12,326,-73.98426726,40.72953837,2013-09-22
6444,Wed,7,511,-73.97772429,40.72938685,2013-09-11
6445,Sun,2,151,-73.99720307,40.7218158,2013-09-01
6446,Wed,19,82,-74.00016545,40.71117416,2013-09-25
6447,Mon,6,379,-73.9916,40.749156,2013-09-09
6448,Mon,16,303,-73.99949601,40.72362738,2013-09-30
6449,Thu,15,528,-73.97706058,40.74290902,2013-09-12
6450,Thu,11,528,-73.97706058,40.74290902,2013-09-12
6451,Fri,8,497,-73.99009296,40.73704984,2013-09-27
6452,Thu,18,524,-73.98316936,40.75527307,2013-09-19
6453,Sat,9,447,-73.9851615,40.76370739,2013-09-28
6454,Tue,16,440,-73.97282625,40.75255434,2013-09-24
6455,Tue,18,453,-73.99915362,40.74475148,2013-09-17
6456,Mon,7,167,-73.97604882,40.7489006,2013-09-09
6457,Wed,14,341,-73.97628939,40.71782143,2013-09-18
6458,Tue,19,223,-73.99994661,40.73781509,2013-09-24
6459,Tue,17,228,-73.97187886,40.7546011,2013-09-10
6460,Thu,11,465,-73.98658032,40.75513557,2013-09-05
6461,Thu,10,463,-74.00443172,40.74206539,2013-09-19
6462,Mon,17,519,-73.97770164,40.75188406,2013-09-09
6463,Sat,13,2006,-73.97634151,40.76590936,2013-09-07
6464,Sat,17,375,-73.99695094,40.72679454,2013-09-21
6465,Tue,20,127,-74.00674436,40.73172428,2013-09-03
6466,Fri,23,260,-74.01167797,40.70365182,2013-09-06
6467,Fri,11,423,-73.98690506,40.76584941,2013-09-13
6468,Mon,18,329,-74.01020609,40.72043411,2013-09-23
6469,Sun,20,316,-74.00653609,40.70955958,2013-09-29
6470,Sat,22,216,-73.99548059,40.70037867,2013-09-07
6471,Fri,8,497,-73.99009296,40.73704984,2013-09-06
6472,Wed,17,519,-73.97770164,40.75188406,2013-09-11
6473,Wed,14,247,-74.00483091,40.73535398,2013-09-04
6474,Thu,20,327,-74.01658354,40.7153379,2013-09-19
6475,Mon,15,456,-73.97402311,40.7597108,2013-09-09
6476,Mon,19,382,-73.99200509,40.73492695,2013-09-09
6477,Wed,17,500,-73.98336183,40.76228826,2013-09-25
6478,Wed,13,293,-73.9907647,40.73028666,2013-09-25
6479,Sat,15,151,-73.99720307,40.7218158,2013-09-07
6480,Wed,7,545,-73.97809472,40.736502,2013-09-04
6481,Fri,17,153,-73.9816324,40.75206231,2013-09-27
6482,Sun,2,447,-73.9851615,40.76370739,2013-09-08
6483,Wed,17,330,-74.00562789,40.71450451,2013-09-04
6484,Thu,13,450,-73.98788205,40.76227205,2013-09-19
6485,Thu,14,250,-73.99565293,40.72456089,2013-09-12
6486,Thu,8,486,-73.98855723,40.7462009,2013-09-19
6487,Mon,16,510,-73.98042047,40.7606597,2013-09-09
6488,Sat,16,281,-73.97371465,40.7643971,2013-09-21
6489,Tue,5,254,-73.99800419,40.73532427,2013-09-10
6490,Sun,15,508,-73.99667444,40.76341379,2013-09-15
6491,Tue,4,336,-73.99906065,40.73047747,2013-09-10
6492,Tue,17,225,-74.00803013,40.74195138,2013-09-10
6493,Fri,18,537,-73.98409214,40.74025878,2013-09-20
6494,Thu,8,465,-73.98658032,40.75513557,2013-09-12
6495,Mon,7,438,-73.98564945,40.72779126,2013-09-23
6496,Sat,11,493,-73.98291153,40.7568001,2013-09-28
6497,Sun,13,2021,-73.98859651,40.75929124,2013-09-01
6498,Tue,13,432,-73.98379855,40.72621788,2013-09-10
6499,Wed,9,479,-73.9912551,40.76019252,2013-09-11
6500,Sun,21,500,-73.98336183,40.76228826,2013-09-01
6501,Tue,9,328,-74.00965965,40.72405549,2013-09-03
6502,Mon,5,448,-73.9979009,40.75660359,2013-09-09
6503,Mon,9,519,-73.97770164,40.75188406,2013-09-09
6504,Thu,23,483,-73.98889957,40.73223272,2013-09-19
6505,Thu,16,386,-74.00234482,40.71494807,2013-09-12
6506,Sat,20,285,-73.99074142,40.73454567,2013-09-07
6507,Thu,17,497,-73.99009296,40.73704984,2013-09-12
6508,Thu,7,504,-73.98165557,40.73221853,2013-09-19
6509,Tue,17,474,-73.98683077,40.7451677,2013-09-10
6510,Tue,19,225,-74.00803013,40.74195138,2013-09-10
6511,Fri,12,2006,-73.97634151,40.76590936,2013-09-06
6512,Sun,14,414,-73.98765762,40.70281858,2013-09-22
6513,Sun,14,324,-73.981013,40.689888,2013-09-08
6514,Thu,15,336,-73.99906065,40.73047747,2013-09-05
6515,Fri,20,412,-73.99422366,40.7158155,2013-09-27
6516,Sat,11,250,-73.99565293,40.72456089,2013-09-28
6517,Wed,9,536,-73.97536082,40.74144387,2013-09-25
6518,Sun,0,500,-73.98336183,40.76228826,2013-09-08
6519,Sat,14,519,-73.97770164,40.75188406,2013-09-28
6520,Mon,8,359,-73.97498696,40.75510267,2013-09-09
6521,Sat,12,483,-73.98889957,40.73223272,2013-09-21
6522,Fri,15,160,-73.978311,40.748238,2013-09-06
6523,Sun,14,410,-73.98517977,40.72066442,2013-09-22
6524,Mon,18,293,-73.9907647,40.73028666,2013-09-23
6525,Thu,8,345,-73.99704374,40.73649403,2013-09-12
6526,Mon,14,2021,-73.98859651,40.75929124,2013-09-30
6527,Tue,23,236,-73.98713956,40.7284186,2013-09-17
6528,Fri,7,488,-73.99372222,40.75645824,2013-09-27
6529,Fri,17,311,-73.98802084,40.7172274,2013-09-27
6530,Sun,21,253,-73.99453948,40.73543934,2013-09-29
6531,Fri,21,127,-74.00674436,40.73172428,2013-09-20
6532,Tue,20,167,-73.97604882,40.7489006,2013-09-10
6533,Thu,18,516,-73.96784384,40.75206862,2013-09-19
6534,Sun,8,459,-74.007756,40.746745,2013-09-22
6535,Fri,19,514,-74.00277668,40.76087502,2013-09-20
6536,Fri,16,2006,-73.97634151,40.76590936,2013-09-20
6537,Thu,9,284,-74.00263761,40.73901691,2013-09-12
6538,Sat,10,301,-73.98368779,40.72217444,2013-09-28
6539,Thu,12,280,-73.99510132,40.73331967,2013-09-05
6540,Wed,19,523,-73.99138152,40.75466591,2013-09-18
6541,Sat,17,2002,-73.963198,40.716887,2013-09-14
6542,Thu,16,358,-74.00711384,40.73291553,2013-09-19
6543,Sun,9,496,-73.99238967,40.73726186,2013-09-08
6544,Tue,9,493,-73.98291153,40.7568001,2013-09-10
6545,Mon,15,263,-73.996375,40.71729,2013-09-30
6546,Mon,12,237,-73.98672378,40.73047309,2013-09-30
6547,Wed,9,342,-73.98016555,40.71739973,2013-09-25
6548,Sat,15,515,-73.99461843,40.76009437,2013-09-28
6549,Fri,20,161,-73.99810231,40.72917025,2013-09-27
6550,Tue,0,83,-73.97632328,40.68382604,2013-09-24
6551,Wed,14,386,-74.00234482,40.71494807,2013-09-11
6552,Wed,15,386,-74.00234482,40.71494807,2013-09-04
6553,Sat,22,312,-73.989111,40.722055,2013-09-21
6554,Thu,17,233,-73.98963911,40.69246277,2013-09-26
6555,Tue,21,459,-74.007756,40.746745,2013-09-17
6556,Mon,21,275,-73.96563307,40.68650065,2013-09-30
6557,Mon,12,367,-73.97069431,40.75828065,2013-09-30
6558,Fri,16,243,-73.978474,40.687979,2013-09-13
6559,Tue,8,514,-74.00277668,40.76087502,2013-09-17
6560,Sun,16,327,-74.01658354,40.7153379,2013-09-22
6561,Wed,23,262,-73.97372989,40.69178232,2013-09-04
6562,Fri,17,259,-74.01234218,40.70122128,2013-09-27
6563,Wed,19,488,-73.99372222,40.75645824,2013-09-11
6564,Sun,20,334,-73.99726235,40.74238787,2013-09-22
6565,Mon,10,442,-73.993915,40.746647,2013-09-16
6566,Sun,15,332,-73.97948148,40.71219906,2013-09-22
6567,Sat,16,309,-74.013012,40.7149787,2013-09-14
6568,Wed,7,493,-73.98291153,40.7568001,2013-09-11
6569,Mon,8,504,-73.98165557,40.73221853,2013-09-02
6570,Mon,20,265,-73.99147535,40.72229346,2013-09-30
6571,Thu,15,485,-73.98338988,40.75038009,2013-09-12
6572,Wed,17,495,-73.99301222,40.76269882,2013-09-04
6573,Thu,14,537,-73.98409214,40.74025878,2013-09-05
6574,Fri,9,519,-73.97770164,40.75188406,2013-09-20
6575,Mon,17,415,-74.00926027,40.7047177,2013-09-30
6576,Tue,21,334,-73.99726235,40.74238787,2013-09-10
6577,Sun,17,402,-73.98955109,40.7403432,2013-09-01
6578,Sat,21,394,-73.97768752,40.72521311,2013-09-14
6579,Mon,8,83,-73.97632328,40.68382604,2013-09-30
6580,Fri,10,510,-73.98042047,40.7606597,2013-09-13
6581,Mon,21,236,-73.98713956,40.7284186,2013-09-09
6582,Mon,18,454,-73.96592976,40.75455731,2013-09-16
6583,Wed,20,2022,-73.95920622,40.75849116,2013-09-11
6584,Fri,8,382,-73.99200509,40.73492695,2013-09-27
6585,Tue,14,243,-73.978474,40.687979,2013-09-24
6586,Mon,17,2003,-73.98024289,40.73416059,2013-09-16
6587,Sun,13,466,-73.99144871,40.74395411,2013-09-15
6588,Sat,16,352,-73.97722479,40.76340613,2013-09-07
6589,Tue,15,147,-74.01121978,40.71542197,2013-09-17
6590,Sat,12,459,-74.007756,40.746745,2013-09-07
6591,Fri,7,472,-73.98194829,40.7457121,2013-09-20
