,day_of_week,start_hour,start_station_id,start_station_longitude,start_station_latitude,ride_start_date
35118,Mon,9,459,-74.007756,40.746745,2013-09-09
35119,Sun,18,326,-73.98426726,40.72953837,2013-09-01
35120,Sat,15,403,-73.99069656,40.72502876,2013-09-07
35121,Sat,12,411,-73.97668709,40.72228087,2013-09-07
35122,Sat,15,328,-74.00965965,40.72405549,2013-09-28
35123,Fri,7,477,-73.9900262,40.75640548,2013-09-13
35124,Thu,14,509,-74.00197139,40.7454973,2013-09-12
35125,Fri,20,293,-73.9907647,40.73028666,2013-09-20
35126,Tue,18,2003,-73.98024289,40.73416059,2013-09-03
35127,Fri,13,479,-73.9912551,40.76019252,2013-09-13
35128,Sun,11,284,-74.00263761,40.73901691,2013-09-29
35129,Mon,18,462,-74.00451887,40.74691959,2013-09-02
35130,Fri,10,293,-73.9907647,40.73028666,2013-09-13
35131,Sun,19,280,-73.99510132,40.73331967,2013-09-22
35132,Mon,19,528,-73.97706058,40.74290902,2013-09-30
35133,Mon,20,360,-74.00887308,40.70717936,2013-09-23
35134,Wed,9,511,-73.97772429,40.72938685,2013-09-25
35135,Tue,20,254,-73.99800419,40.73532427,2013-09-03
35136,Thu,17,536,-73.97536082,40.74144387,2013-09-19
35137,Tue,16,402,-73.98955109,40.7403432,2013-09-24
35138,Fri,15,379,-73.9916,40.749156,2013-09-27
35139,Fri,17,150,-73.98085795,40.7208736,2013-09-13
35140,Mon,7,446,-73.99529885,40.74487634,2013-09-23
35141,Sat,18,466,-73.99144871,40.74395411,2013-09-28
35142,Fri,8,507,-73.97973776,40.73912601,2013-09-06
35143,Thu,9,336,-73.99906065,40.73047747,2013-09-19
35144,Thu,18,300,-73.990214,40.728145,2013-09-19
35145,Mon,9,335,-73.99404649,40.72903917,2013-09-09
35146,Mon,20,456,-73.97402311,40.7597108,2013-09-30
35147,Wed,9,492,-73.99093085,40.75019995,2013-09-18
35148,Sun,15,265,-73.99147535,40.72229346,2013-09-29
35149,Thu,17,537,-73.98409214,40.74025878,2013-09-12
35150,Thu,19,360,-74.00887308,40.70717936,2013-09-05
35151,Thu,13,446,-73.99529885,40.74487634,2013-09-05
35152,Sun,17,518,-73.9734419,40.74780373,2013-09-01
35153,Thu,15,457,-73.98169333,40.76695317,2013-09-05
35154,Sun,18,237,-73.98672378,40.73047309,2013-09-22
35155,Sat,14,515,-73.99461843,40.76009437,2013-09-28
35156,Fri,21,355,-73.99974372,40.71602118,2013-09-20
35157,Fri,23,355,-73.99974372,40.71602118,2013-09-13
35158,Tue,15,476,-73.97966069,40.74394314,2013-09-24
35159,Wed,17,359,-73.97498696,40.75510267,2013-09-11
35160,Fri,14,422,-73.988038,40.770513,2013-09-20
35161,Fri,14,540,-73.98320928,40.74147286,2013-09-27
35162,Wed,19,263,-73.996375,40.71729,2013-09-04
35163,Tue,18,285,-73.99074142,40.73454567,2013-09-24
35164,Wed,15,410,-73.98517977,40.72066442,2013-09-18
35165,Sat,11,254,-73.99800419,40.73532427,2013-09-28
35166,Fri,13,529,-73.99098507,40.7575699,2013-09-20
35167,Mon,23,151,-73.99720307,40.7218158,2013-09-09
35168,Tue,20,263,-73.996375,40.71729,2013-09-17
35169,Fri,18,476,-73.97966069,40.74394314,2013-09-20
35170,Sun,15,293,-73.9907647,40.73028666,2013-09-01
35171,Tue,18,415,-74.00926027,40.7047177,2013-09-17
35172,Thu,22,477,-73.9900262,40.75640548,2013-09-19
35173,Thu,20,293,-73.9907647,40.73028666,2013-09-19
35174,Fri,17,545,-73.97809472,40.736502,2013-09-20
35175,Fri,9,79,-74.00666661,40.71911552,2013-09-13
35176,Tue,12,329,-74.01020609,40.72043411,2013-09-17
35177,Sat,15,494,-73.99723551,40.74734825,2013-09-28
35178,Thu,6,401,-73.98997825,40.72019576,2013-09-12
35179,Mon,22,160,-73.978311,40.748238,2013-09-23
35180,Wed,8,161,-73.99810231,40.72917025,2013-09-04
35181,Fri,21,2003,-73.98024289,40.73416059,2013-09-13
35182,Thu,14,526,-73.98490707,40.74765947,2013-09-19
35183,Sat,13,72,-73.99392888,40.76727216,2013-09-28
35184,Thu,16,417,-74.01020234,40.71291224,2013-09-05
35185,Thu,16,323,-73.98631746,40.69236178,2013-09-12
35186,Sat,22,294,-73.9957214,40.73049393,2013-09-14
35187,Sun,12,363,-74.01713445,40.70834698,2013-09-15
35188,Wed,17,482,-73.99931783,40.73935542,2013-09-11
35189,Tue,19,501,-73.97121214,40.744219,2013-09-10
35190,Sun,13,116,-74.00149746,40.74177603,2013-09-08
35191,Tue,14,318,-73.9779874,40.75320159,2013-09-24
35192,Fri,17,519,-73.97770164,40.75188406,2013-09-13
35193,Thu,8,305,-73.96724467,40.76095756,2013-09-26
35194,Mon,8,450,-73.98788205,40.76227205,2013-09-09
35195,Thu,19,445,-73.98142006,40.72740794,2013-09-26
35196,Sun,11,320,-74.00583475,40.71743998,2013-09-29
35197,Mon,15,461,-73.98205027,40.73587678,2013-09-23
35198,Sun,10,380,-74.00293877,40.73401143,2013-09-29
35199,Sun,16,318,-73.9779874,40.75320159,2013-09-29
35200,Mon,15,361,-73.99190759,40.71605866,2013-09-23
35201,Wed,7,349,-73.98329859,40.71850211,2013-09-18
35202,Sun,17,153,-73.9816324,40.75206231,2013-09-22
35203,Wed,14,529,-73.99098507,40.7575699,2013-09-11
35204,Fri,20,497,-73.99009296,40.73704984,2013-09-27
35205,Sun,9,422,-73.988038,40.770513,2013-09-22
35206,Tue,8,501,-73.97121214,40.744219,2013-09-03
35207,Fri,4,496,-73.99238967,40.73726186,2013-09-06
35208,Thu,11,358,-74.00711384,40.73291553,2013-09-12
35209,Mon,19,546,-73.98303529,40.74444921,2013-09-09
35210,Sat,18,259,-74.01234218,40.70122128,2013-09-14
35211,Mon,15,293,-73.9907647,40.73028666,2013-09-16
35212,Fri,18,498,-73.98808416,40.74854862,2013-09-27
35213,Tue,17,380,-74.00293877,40.73401143,2013-09-17
35214,Tue,15,500,-73.98336183,40.76228826,2013-09-24
35215,Mon,18,151,-73.99720307,40.7218158,2013-09-09
35216,Tue,18,72,-73.99392888,40.76727216,2013-09-17
35217,Thu,9,468,-73.98192338,40.7652654,2013-09-19
35218,Mon,22,398,-73.9999786,40.69165183,2013-09-30
35219,Fri,9,290,-73.96478473,40.76020258,2013-09-20
35220,Wed,6,331,-73.99193043,40.71173107,2013-09-25
35221,Tue,17,147,-74.01121978,40.71542197,2013-09-10
35222,Thu,21,291,-73.984844,40.713126,2013-09-05
35223,Sun,15,367,-73.97069431,40.75828065,2013-09-08
35224,Wed,9,523,-73.99138152,40.75466591,2013-09-25
35225,Mon,13,438,-73.98564945,40.72779126,2013-09-30
35226,Sat,12,426,-74.01322069,40.71754834,2013-09-14
35227,Sat,15,128,-74.00297088,40.72710258,2013-09-07
35228,Thu,7,519,-73.97770164,40.75188406,2013-09-12
35229,Thu,20,499,-73.98191841,40.76915505,2013-09-26
35230,Tue,19,526,-73.98490707,40.74765947,2013-09-03
35231,Mon,6,72,-73.99392888,40.76727216,2013-09-23
35232,Mon,23,492,-73.99093085,40.75019995,2013-09-16
35233,Wed,12,323,-73.98631746,40.69236178,2013-09-25
35234,Fri,19,457,-73.98169333,40.76695317,2013-09-27
35235,Sat,21,505,-73.98848395,40.74901271,2013-09-28
35236,Mon,20,383,-74.000271,40.735238,2013-09-23
35237,Thu,15,356,-73.98261206,40.71622644,2013-09-19
35238,Sun,11,476,-73.97966069,40.74394314,2013-09-08
35239,Thu,12,318,-73.9779874,40.75320159,2013-09-05
35240,Mon,9,497,-73.99009296,40.73704984,2013-09-02
35241,Sat,11,426,-74.01322069,40.71754834,2013-09-14
35242,Wed,16,427,-74.01427023,40.70251526,2013-09-25
35243,Fri,6,305,-73.96724467,40.76095756,2013-09-06
35244,Fri,23,380,-74.00293877,40.73401143,2013-09-13
35245,Fri,19,382,-73.99200509,40.73492695,2013-09-27
35246,Mon,17,540,-73.98320928,40.74147286,2013-09-16
35247,Sun,20,382,-73.99200509,40.73492695,2013-09-15
35248,Fri,17,2006,-73.97634151,40.76590936,2013-09-06
35249,Mon,18,459,-74.007756,40.746745,2013-09-30
35250,Thu,18,79,-74.00666661,40.71911552,2013-09-05
35251,Fri,16,505,-73.98848395,40.74901271,2013-09-27
35252,Sat,17,462,-74.00451887,40.74691959,2013-09-07
35253,Tue,12,462,-74.00451887,40.74691959,2013-09-10
35254,Thu,10,433,-73.98057249,40.72955361,2013-09-12
35255,Sat,18,439,-73.98978041,40.7262807,2013-09-07
35256,Tue,12,316,-74.00653609,40.70955958,2013-09-24
35257,Fri,6,306,-74.00530063,40.70823502,2013-09-20
35258,Sat,17,514,-74.00277668,40.76087502,2013-09-07
35259,Wed,18,464,-73.96759673,40.75934501,2013-09-11
35260,Mon,11,3002,-74.015756,40.711512,2013-09-02
35261,Thu,11,168,-73.99456405,40.73971301,2013-09-05
35262,Wed,21,79,-74.00666661,40.71911552,2013-09-25
35263,Mon,21,2021,-73.98859651,40.75929124,2013-09-23
35264,Wed,6,337,-74.00838676,40.7037992,2013-09-11
35265,Fri,15,2003,-73.98024289,40.73416059,2013-09-27
35266,Tue,10,368,-74.00214988,40.73038599,2013-09-10
35267,Thu,9,309,-74.013012,40.7149787,2013-09-26
35268,Sat,11,432,-73.98379855,40.72621788,2013-09-21
35269,Tue,14,375,-73.99695094,40.72679454,2013-09-17
35270,Thu,7,346,-74.00618026,40.73652889,2013-09-19
35271,Sun,14,453,-73.99915362,40.74475148,2013-09-08
35272,Sat,17,515,-73.99461843,40.76009437,2013-09-14
35273,Sun,16,440,-73.97282625,40.75255434,2013-09-22
35274,Thu,20,446,-73.99529885,40.74487634,2013-09-05
35275,Mon,10,430,-73.98656928,40.7014851,2013-09-02
35276,Thu,23,312,-73.989111,40.722055,2013-09-26
35277,Mon,12,490,-73.993934,40.751551,2013-09-02
35278,Tue,20,3002,-74.015756,40.711512,2013-09-03
35279,Wed,22,368,-74.00214988,40.73038599,2013-09-04
35280,Thu,12,416,-73.97265183,40.68753406,2013-09-12
35281,Thu,21,389,-73.96525063,40.71044554,2013-09-19
35282,Thu,15,474,-73.98683077,40.7451677,2013-09-12
35283,Sun,12,146,-74.0091059,40.71625008,2013-09-15
35284,Fri,18,229,-73.99379025,40.72743423,2013-09-06
35285,Sat,14,497,-73.99009296,40.73704984,2013-09-07
35286,Mon,20,341,-73.97628939,40.71782143,2013-09-16
35287,Fri,11,522,-73.97207836,40.75714758,2013-09-27
35288,Mon,18,447,-73.9851615,40.76370739,2013-09-23
35289,Sun,4,490,-73.993934,40.751551,2013-09-01
35290,Wed,0,257,-74.00247214,40.71939226,2013-09-11
35291,Thu,16,127,-74.00674436,40.73172428,2013-09-19
35292,Fri,9,540,-73.98320928,40.74147286,2013-09-06
35293,Thu,18,499,-73.98191841,40.76915505,2013-09-12
35294,Fri,16,496,-73.99238967,40.73726186,2013-09-27
35295,Mon,22,483,-73.98889957,40.73223272,2013-09-09
35296,Tue,12,284,-74.00263761,40.73901691,2013-09-10
35297,Wed,13,427,-74.01427023,40.70251526,2013-09-25
35298,Sun,15,303,-73.99949601,40.72362738,2013-09-08
35299,Wed,22,447,-73.9851615,40.76370739,2013-09-25
35300,Thu,0,247,-74.00483091,40.73535398,2013-09-19
35301,Fri,7,478,-73.99884222,40.76030096,2013-09-06
35302,Sun,10,263,-73.996375,40.71729,2013-09-01
35303,Fri,7,401,-73.98997825,40.72019576,2013-09-27
35304,Mon,13,540,-73.98320928,40.74147286,2013-09-02
35305,Sun,15,229,-73.99379025,40.72743423,2013-09-22
35306,Tue,16,497,-73.99009296,40.73704984,2013-09-10
35307,Mon,8,454,-73.96592976,40.75455731,2013-09-09
35308,Tue,9,305,-73.96724467,40.76095756,2013-09-17
35309,Wed,7,195,-74.01043382,40.70905623,2013-09-11
35310,Mon,9,477,-73.9900262,40.75640548,2013-09-23
35311,Tue,22,401,-73.98997825,40.72019576,2013-09-17
35312,Tue,15,477,-73.9900262,40.75640548,2013-09-10
35313,Fri,7,519,-73.97770164,40.75188406,2013-09-06
35314,Sun,15,529,-73.99098507,40.7575699,2013-09-15
35315,Mon,16,223,-73.99994661,40.73781509,2013-09-30
35316,Sun,15,358,-74.00711384,40.73291553,2013-09-29
35317,Tue,19,521,-73.99481051,40.75044999,2013-09-03
35318,Fri,18,335,-73.99404649,40.72903917,2013-09-13
35319,Sat,15,334,-73.99726235,40.74238787,2013-09-21
35320,Fri,9,492,-73.99093085,40.75019995,2013-09-20
35321,Mon,9,407,-73.991454,40.700469,2013-09-23
35322,Sun,10,504,-73.98165557,40.73221853,2013-09-29
35323,Sun,2,445,-73.98142006,40.72740794,2013-09-01
35324,Sun,12,453,-73.99915362,40.74475148,2013-09-22
35325,Thu,12,410,-73.98517977,40.72066442,2013-09-19
35326,Wed,8,282,-73.96834101,40.70827295,2013-09-11
35327,Fri,17,260,-74.01167797,40.70365182,2013-09-06
35328,Mon,19,357,-73.99158043,40.73261787,2013-09-16
35329,Thu,18,523,-73.99138152,40.75466591,2013-09-26
35330,Tue,21,435,-73.99415556,40.74173969,2013-09-17
35331,Fri,21,252,-73.99852205,40.73226398,2013-09-20
35332,Wed,14,328,-74.00965965,40.72405549,2013-09-25
35333,Wed,11,251,-73.99480012,40.72317958,2013-09-11
35334,Wed,18,368,-74.00214988,40.73038599,2013-09-25
35335,Tue,14,347,-74.00748842,40.72873888,2013-09-17
35336,Mon,9,490,-73.993934,40.751551,2013-09-16
35337,Mon,21,375,-73.99695094,40.72679454,2013-09-23
35338,Tue,18,254,-73.99800419,40.73532427,2013-09-17
35339,Tue,22,2017,-73.97121414,40.75022392,2013-09-17
35340,Wed,18,511,-73.97772429,40.72938685,2013-09-11
35341,Tue,8,526,-73.98490707,40.74765947,2013-09-24
35342,Mon,19,515,-73.99461843,40.76009437,2013-09-02
35343,Sun,16,459,-74.007756,40.746745,2013-09-29
35344,Thu,16,521,-73.99481051,40.75044999,2013-09-26
35345,Wed,13,150,-73.98085795,40.7208736,2013-09-11
35346,Mon,5,372,-73.958089,40.694528,2013-09-16
35347,Wed,16,224,-74.00552427,40.71146364,2013-09-11
35348,Wed,12,353,-73.97431458,40.68539567,2013-09-18
35349,Fri,22,433,-73.98057249,40.72955361,2013-09-27
35350,Tue,14,212,-74.00681753,40.74334935,2013-09-17
35351,Wed,19,368,-74.00214988,40.73038599,2013-09-18
35352,Fri,20,517,-73.97798848,40.75149263,2013-09-20
35353,Fri,8,411,-73.97668709,40.72228087,2013-09-27
35354,Mon,15,455,-73.96905301,40.75001986,2013-09-09
35355,Sun,19,236,-73.98713956,40.7284186,2013-09-15
35356,Mon,20,233,-73.98963911,40.69246277,2013-09-23
35357,Sat,21,326,-73.98426726,40.72953837,2013-09-14
35358,Tue,20,477,-73.9900262,40.75640548,2013-09-10
35359,Tue,18,128,-74.00297088,40.72710258,2013-09-24
35360,Sat,19,472,-73.98194829,40.7457121,2013-09-07
35361,Sat,16,486,-73.98855723,40.7462009,2013-09-14
35362,Tue,14,497,-73.99009296,40.73704984,2013-09-10
35363,Sat,16,297,-73.986923,40.734232,2013-09-21
35364,Thu,16,472,-73.98194829,40.7457121,2013-09-26
35365,Sun,17,482,-73.99931783,40.73935542,2013-09-15
35366,Tue,19,361,-73.99190759,40.71605866,2013-09-03
35367,Wed,8,407,-73.991454,40.700469,2013-09-18
35368,Tue,8,426,-74.01322069,40.71754834,2013-09-10
35369,Tue,19,387,-74.0046073,40.71273266,2013-09-10
35370,Tue,19,426,-74.01322069,40.71754834,2013-09-24
35371,Sat,12,497,-73.99009296,40.73704984,2013-09-14
35372,Mon,12,358,-74.00711384,40.73291553,2013-09-23
35373,Wed,15,368,-74.00214988,40.73038599,2013-09-18
35374,Sun,18,383,-74.000271,40.735238,2013-09-22
35375,Fri,10,498,-73.98808416,40.74854862,2013-09-13
35376,Wed,6,415,-74.00926027,40.7047177,2013-09-18
35377,Fri,7,457,-73.98169333,40.76695317,2013-09-13
35378,Tue,13,469,-73.98268129,40.76344058,2013-09-03
35379,Sat,8,536,-73.97536082,40.74144387,2013-09-28
35380,Fri,14,498,-73.98808416,40.74854862,2013-09-06
35381,Fri,8,546,-73.98303529,40.74444921,2013-09-27
35382,Sat,15,312,-73.989111,40.722055,2013-09-21
35383,Tue,16,388,-74.00295035,40.74971775,2013-09-10
35384,Fri,19,380,-74.00293877,40.73401143,2013-09-20
35385,Mon,17,521,-73.99481051,40.75044999,2013-09-16
35386,Tue,23,457,-73.98169333,40.76695317,2013-09-17
35387,Wed,11,442,-73.993915,40.746647,2013-09-04
35388,Thu,22,537,-73.98409214,40.74025878,2013-09-19
35389,Sat,16,445,-73.98142006,40.72740794,2013-09-21
35390,Tue,6,492,-73.99093085,40.75019995,2013-09-17
35391,Tue,20,411,-73.97668709,40.72228087,2013-09-17
35392,Wed,7,410,-73.98517977,40.72066442,2013-09-18
35393,Thu,20,314,-73.99215922,40.69424674,2013-09-19
35394,Tue,17,293,-73.9907647,40.73028666,2013-09-17
35395,Sat,9,433,-73.98057249,40.72955361,2013-09-21
35396,Sun,17,433,-73.98057249,40.72955361,2013-09-15
35397,Tue,17,435,-73.99415556,40.74173969,2013-09-24
35398,Sun,19,459,-74.007756,40.746745,2013-09-08
35399,Wed,10,127,-74.00674436,40.73172428,2013-09-25
35400,Sun,13,382,-73.99200509,40.73492695,2013-09-01
35401,Sun,12,291,-73.984844,40.713126,2013-09-22
35402,Mon,19,379,-73.9916,40.749156,2013-09-30
35403,Fri,13,422,-73.988038,40.770513,2013-09-20
35404,Fri,17,420,-73.96968902,40.68764484,2013-09-20
35405,Sun,17,444,-73.98915076,40.7423543,2013-09-08
35406,Fri,20,274,-73.976682,40.68691865,2013-09-20
35407,Mon,18,501,-73.97121214,40.744219,2013-09-30
35408,Wed,9,265,-73.99147535,40.72229346,2013-09-11
35409,Sat,15,388,-74.00295035,40.74971775,2013-09-07
35410,Thu,9,327,-74.01658354,40.7153379,2013-09-26
35411,Thu,7,514,-74.00277668,40.76087502,2013-09-19
35412,Wed,8,379,-73.9916,40.749156,2013-09-04
35413,Sun,13,528,-73.97706058,40.74290902,2013-09-08
35414,Sat,13,252,-73.99852205,40.73226398,2013-09-07
35415,Thu,18,379,-73.9916,40.749156,2013-09-12
35416,Wed,20,293,-73.9907647,40.73028666,2013-09-25
35417,Sun,14,387,-74.0046073,40.71273266,2013-09-08
35418,Wed,9,492,-73.99093085,40.75019995,2013-09-11
35419,Wed,17,128,-74.00297088,40.72710258,2013-09-18
35420,Fri,17,349,-73.98329859,40.71850211,2013-09-20
35421,Thu,14,268,-73.99973337,40.71910537,2013-09-19
35422,Sun,17,160,-73.978311,40.748238,2013-09-15
35423,Mon,0,402,-73.98955109,40.7403432,2013-09-09
35424,Sat,10,2004,-74.004704,40.724399,2013-09-28
35425,Thu,9,441,-73.967416,40.756014,2013-09-26
35426,Mon,18,305,-73.96724467,40.76095756,2013-09-09
35427,Thu,0,79,-74.00666661,40.71911552,2013-09-05
35428,Wed,14,496,-73.99238967,40.73726186,2013-09-04
35429,Thu,6,376,-74.00722156,40.70862144,2013-09-26
35430,Fri,7,501,-73.97121214,40.744219,2013-09-27
35431,Sun,17,499,-73.98191841,40.76915505,2013-09-29
35432,Fri,16,2022,-73.95920622,40.75849116,2013-09-13
35433,Sat,14,83,-73.97632328,40.68382604,2013-09-21
35434,Thu,15,323,-73.98631746,40.69236178,2013-09-19
35435,Tue,8,521,-73.99481051,40.75044999,2013-09-10
35436,Sun,15,174,-73.97738662,40.7381765,2013-09-29
35437,Tue,18,489,-74.00176802,40.75066386,2013-09-17
35438,Fri,6,488,-73.99372222,40.75645824,2013-09-06
35439,Wed,17,285,-73.99074142,40.73454567,2013-09-18
35440,Wed,19,519,-73.97770164,40.75188406,2013-09-18
35441,Thu,12,303,-73.99949601,40.72362738,2013-09-26
35442,Tue,11,435,-73.99415556,40.74173969,2013-09-10
35443,Thu,22,435,-73.99415556,40.74173969,2013-09-26
35444,Mon,9,472,-73.98194829,40.7457121,2013-09-09
35445,Mon,11,463,-74.00443172,40.74206539,2013-09-30
35446,Wed,17,335,-73.99404649,40.72903917,2013-09-18
35447,Wed,17,426,-74.01322069,40.71754834,2013-09-18
35448,Tue,17,484,-73.98014437,40.75500254,2013-09-10
35449,Thu,17,315,-74.00670227,40.70355377,2013-09-12
35450,Sun,15,404,-74.00550867,40.7405826,2013-09-08
35451,Fri,11,479,-73.9912551,40.76019252,2013-09-20
35452,Thu,16,493,-73.98291153,40.7568001,2013-09-26
35453,Fri,9,492,-73.99093085,40.75019995,2013-09-13
35454,Thu,16,459,-74.007756,40.746745,2013-09-05
35455,Tue,8,446,-73.99529885,40.74487634,2013-09-03
35456,Tue,15,404,-74.00550867,40.7405826,2013-09-03
35457,Tue,12,308,-73.99851193,40.71307916,2013-09-17
35458,Fri,9,492,-73.99093085,40.75019995,2013-09-27
35459,Sun,16,520,-73.97648516,40.75992262,2013-09-22
35460,Sat,20,151,-73.99720307,40.7218158,2013-09-14
35461,Fri,14,355,-73.99974372,40.71602118,2013-09-20
35462,Tue,14,301,-73.98368779,40.72217444,2013-09-17
35463,Sat,14,72,-73.99392888,40.76727216,2013-09-07
35464,Fri,15,228,-73.97187886,40.7546011,2013-09-20
35465,Sat,13,540,-73.98320928,40.74147286,2013-09-28
35466,Sun,3,432,-73.98379855,40.72621788,2013-09-15
35467,Fri,14,324,-73.981013,40.689888,2013-09-27
35468,Wed,19,440,-73.97282625,40.75255434,2013-09-04
35469,Fri,18,450,-73.98788205,40.76227205,2013-09-27
35470,Sat,17,420,-73.96968902,40.68764484,2013-09-28
35471,Fri,17,505,-73.98848395,40.74901271,2013-09-20
35472,Sat,19,473,-73.9919254,40.72110063,2013-09-14
35473,Sun,18,348,-74.00154702,40.72490985,2013-09-01
35474,Fri,17,281,-73.97371465,40.7643971,2013-09-06
35475,Mon,20,2008,-74.01677685,40.70569254,2013-09-23
35476,Thu,20,2022,-73.95920622,40.75849116,2013-09-26
35477,Sat,19,316,-74.00653609,40.70955958,2013-09-21
35478,Mon,8,500,-73.98336183,40.76228826,2013-09-23
35479,Fri,9,492,-73.99093085,40.75019995,2013-09-27
35480,Fri,7,527,-73.97434726,40.74315566,2013-09-13
35481,Sat,18,248,-74.00771779,40.72185379,2013-09-21
35482,Sun,19,507,-73.97973776,40.73912601,2013-09-22
35483,Tue,18,320,-74.00583475,40.71743998,2013-09-03
35484,Mon,19,305,-73.96724467,40.76095756,2013-09-16
35485,Sat,14,311,-73.98802084,40.7172274,2013-09-07
35486,Thu,13,475,-73.98758561,40.73524276,2013-09-26
35487,Sun,14,507,-73.97973776,40.73912601,2013-09-29
35488,Tue,13,477,-73.9900262,40.75640548,2013-09-10
35489,Mon,18,507,-73.97973776,40.73912601,2013-09-30
35490,Tue,10,405,-74.008119,40.739323,2013-09-10
35491,Thu,15,323,-73.98631746,40.69236178,2013-09-26
35492,Wed,19,434,-74.00366443,40.74317449,2013-09-25
35493,Mon,8,459,-74.007756,40.746745,2013-09-30
35494,Fri,10,150,-73.98085795,40.7208736,2013-09-20
35495,Thu,12,493,-73.98291153,40.7568001,2013-09-19
35496,Fri,22,354,-73.96223558,40.69363137,2013-09-20
35497,Fri,18,309,-74.013012,40.7149787,2013-09-27
35498,Sun,19,498,-73.98808416,40.74854862,2013-09-01
35499,Sat,20,531,-73.99266288,40.71893904,2013-09-07
35500,Wed,16,472,-73.98194829,40.7457121,2013-09-04
35501,Mon,6,478,-73.99884222,40.76030096,2013-09-02
35502,Thu,19,507,-73.97973776,40.73912601,2013-09-26
35503,Tue,15,428,-73.98783413,40.72467721,2013-09-10
35504,Fri,7,461,-73.98205027,40.73587678,2013-09-06
35505,Wed,13,294,-73.9957214,40.73049393,2013-09-18
35506,Wed,11,469,-73.98268129,40.76344058,2013-09-11
35507,Wed,7,511,-73.97772429,40.72938685,2013-09-18
35508,Thu,17,490,-73.993934,40.751551,2013-09-12
35509,Mon,21,515,-73.99461843,40.76009437,2013-09-23
35510,Sun,17,224,-74.00552427,40.71146364,2013-09-22
35511,Wed,13,523,-73.99138152,40.75466591,2013-09-11
35512,Fri,17,448,-73.9979009,40.75660359,2013-09-20
35513,Tue,17,422,-73.988038,40.770513,2013-09-03
35514,Fri,18,264,-74.00731853,40.70706456,2013-09-06
35515,Sat,16,403,-73.99069656,40.72502876,2013-09-21
35516,Mon,22,280,-73.99510132,40.73331967,2013-09-09
35517,Mon,20,379,-73.9916,40.749156,2013-09-23
35518,Wed,9,433,-73.98057249,40.72955361,2013-09-04
35519,Mon,19,307,-73.98990025,40.71427487,2013-09-02
35520,Tue,15,475,-73.98758561,40.73524276,2013-09-17
35521,Tue,17,435,-73.99415556,40.74173969,2013-09-10
35522,Thu,17,294,-73.9957214,40.73049393,2013-09-12
35523,Mon,7,523,-73.99138152,40.75466591,2013-09-23
35524,Mon,20,323,-73.98631746,40.69236178,2013-09-02
35525,Sun,15,383,-74.000271,40.735238,2013-09-01
35526,Fri,19,385,-73.96603308,40.75797322,2013-09-13
35527,Thu,17,433,-73.98057249,40.72955361,2013-09-12
35528,Wed,11,501,-73.97121214,40.744219,2013-09-11
35529,Thu,21,465,-73.98658032,40.75513557,2013-09-19
35530,Fri,8,426,-74.01322069,40.71754834,2013-09-06
35531,Wed,16,353,-73.97431458,40.68539567,2013-09-11
35532,Wed,22,352,-73.97722479,40.76340613,2013-09-04
35533,Tue,18,368,-74.00214988,40.73038599,2013-09-24
35534,Wed,20,324,-73.981013,40.689888,2013-09-04
35535,Wed,9,470,-74.00004031,40.74345335,2013-09-04
35536,Sat,18,430,-73.98656928,40.7014851,2013-09-28
35537,Wed,12,545,-73.97809472,40.736502,2013-09-04
35538,Thu,20,252,-73.99852205,40.73226398,2013-09-05
35539,Tue,16,379,-73.9916,40.749156,2013-09-10
35540,Thu,20,79,-74.00666661,40.71911552,2013-09-05
35541,Tue,20,328,-74.00965965,40.72405549,2013-09-17
35542,Fri,11,462,-74.00451887,40.74691959,2013-09-20
35543,Fri,23,328,-74.00965965,40.72405549,2013-09-27
35544,Wed,14,362,-73.98753523,40.75172632,2013-09-18
35545,Thu,22,515,-73.99461843,40.76009437,2013-09-19
35546,Mon,18,250,-73.99565293,40.72456089,2013-09-30
35547,Fri,7,521,-73.99481051,40.75044999,2013-09-13
35548,Sun,12,358,-74.00711384,40.73291553,2013-09-08
35549,Thu,13,497,-73.99009296,40.73704984,2013-09-26
35550,Wed,19,528,-73.97706058,40.74290902,2013-09-25
35551,Tue,17,517,-73.97798848,40.75149263,2013-09-10
35552,Fri,12,249,-74.0090009,40.71870987,2013-09-27
35553,Sat,14,444,-73.98915076,40.7423543,2013-09-07
35554,Sun,0,300,-73.990214,40.728145,2013-09-08
35555,Thu,7,473,-73.9919254,40.72110063,2013-09-26
35556,Mon,19,284,-74.00263761,40.73901691,2013-09-02
35557,Thu,20,435,-73.99415556,40.74173969,2013-09-12
35558,Fri,12,264,-74.00731853,40.70706456,2013-09-13
35559,Sat,4,362,-73.98753523,40.75172632,2013-09-07
35560,Thu,20,444,-73.98915076,40.7423543,2013-09-19
35561,Wed,22,504,-73.98165557,40.73221853,2013-09-18
35562,Sun,12,223,-73.99994661,40.73781509,2013-09-29
35563,Wed,8,531,-73.99266288,40.71893904,2013-09-25
35564,Sat,21,380,-74.00293877,40.73401143,2013-09-07
35565,Mon,8,302,-73.97793172,40.72082834,2013-09-30
35566,Sun,19,401,-73.98997825,40.72019576,2013-09-15
35567,Sun,12,387,-74.0046073,40.71273266,2013-09-01
35568,Mon,8,463,-74.00443172,40.74206539,2013-09-23
35569,Sun,8,318,-73.9779874,40.75320159,2013-09-22
35570,Tue,22,233,-73.98963911,40.69246277,2013-09-24
